timestamp,attendeeCount,consumption
2010-09-10 22:00:00.0,0,4.17
2010-09-10 23:00:00.0,0,4.25
2010-09-11 00:00:00.0,0,4.2
2010-09-11 01:00:00.0,0,4.17
2010-09-11 02:00:00.0,0,4.12
2010-09-11 03:00:00.0,0,4.21
2010-09-11 04:00:00.0,0,3.97
2010-09-11 05:00:00.0,0,4.21
2010-09-11 06:00:00.0,4,7.31
2010-09-11 07:00:00.0,73,45.79
2010-09-11 08:00:00.0,73,45.84
2010-09-11 09:00:00.0,76,48.66
2010-09-11 10:00:00.0,66,46.83
2010-09-11 11:00:00.0,24,46.13
2010-09-11 12:00:00.0,26,41.55
2010-09-11 13:00:00.0,21,41.12
2010-09-11 14:00:00.0,27,38.78
2010-09-11 15:00:00.0,38,38.39
2010-09-11 16:00:00.0,46,41.37
2010-09-11 17:00:00.0,12,42.69
2010-09-11 18:00:00.0,0,16.27
2010-09-11 19:00:00.0,0,4.21
2010-09-11 20:00:00.0,0,4.3
2010-09-11 21:00:00.0,0,24.07
2010-09-11 22:00:00.0,0,4.51
2010-09-11 23:00:00.0,0,4.21
2010-09-12 00:00:00.0,0,4.21
2010-09-12 01:00:00.0,0,4.17
2010-09-12 02:00:00.0,0,4.2
2010-09-12 03:00:00.0,0,4.06
2010-09-12 04:00:00.0,0,4.06
2010-09-12 05:00:00.0,0,4.14
2010-09-12 06:00:00.0,0,4.07
2010-09-12 07:00:00.0,0,4.14
2010-09-12 08:00:00.0,14,4.48
2010-09-12 09:00:00.0,84,48.55
2010-09-12 10:00:00.0,35,47.46
2010-09-12 11:00:00.0,24,42.86
2010-09-12 12:00:00.0,23,40.02
2010-09-12 13:00:00.0,19,38.84
2010-09-12 14:00:00.0,28,38.88
2010-09-12 15:00:00.0,22,40.7
2010-09-12 16:00:00.0,34,42.66
2010-09-12 17:00:00.0,20,43.53
2010-09-12 18:00:00.0,0,23.27
2010-09-12 19:00:00.0,0,16.17
2010-09-12 20:00:00.0,0,16.09
2010-09-12 21:00:00.0,0,24.43
2010-09-12 22:00:00.0,0,33.05
2010-09-12 23:00:00.0,0,7.44
2010-09-13 00:00:00.0,0,11.53
2010-09-13 01:00:00.0,0,4.19
2010-09-13 02:00:00.0,0,4.16
2010-09-13 03:00:00.0,0,4.2
2010-09-13 04:00:00.0,0,4.07
2010-09-13 05:00:00.0,30,29.95
2010-09-13 06:00:00.0,32,45.73
2010-09-13 07:00:00.0,22,40.4
2010-09-13 08:00:00.0,35,41.53
2010-09-13 09:00:00.0,67,48.08
2010-09-13 10:00:00.0,46,46.78
2010-09-13 11:00:00.0,23,40.01
2010-09-13 12:00:00.0,24,37.66
2010-09-13 13:00:00.0,27,41.35
2010-09-13 14:00:00.0,23,38.76
2010-09-13 15:00:00.0,36,37.6
2010-09-13 16:00:00.0,89,40.06
2010-09-13 17:00:00.0,174,47.83
2010-09-13 18:00:00.0,69,49.08
2010-09-13 19:00:00.0,57,45.61
2010-09-13 20:00:00.0,16,42.24
2010-09-13 21:00:00.0,1,36.3
2010-09-13 22:00:00.0,0,32.75
2010-09-13 23:00:00.0,0,32.46
2010-09-14 00:00:00.0,0,26.28
2010-09-14 01:00:00.0,0,33.36
2010-09-14 02:00:00.0,0,14.67
2010-09-14 03:00:00.0,0,4.2
2010-09-14 04:00:00.0,0,4.25
2010-09-14 05:00:00.0,38,27.43
2010-09-14 06:00:00.0,32,48.0
2010-09-14 07:00:00.0,18,44.48
2010-09-14 08:00:00.0,35,41.59
2010-09-14 09:00:00.0,39,43.14
2010-09-14 10:00:00.0,46,42.96
2010-09-14 11:00:00.0,23,42.98
2010-09-14 12:00:00.0,24,39.69
2010-09-14 13:00:00.0,18,39.12
2010-09-14 14:00:00.0,23,37.84
2010-09-14 15:00:00.0,29,39.79
2010-09-14 16:00:00.0,55,41.3
2010-09-14 17:00:00.0,86,44.64
2010-09-14 18:00:00.0,111,46.87
2010-09-14 19:00:00.0,61,46.05
2010-09-14 20:00:00.0,12,39.6
2010-09-14 21:00:00.0,0,32.57
2010-09-14 22:00:00.0,0,32.22
2010-09-14 23:00:00.0,0,28.29
2010-09-15 00:00:00.0,0,4.84
2010-09-15 01:00:00.0,0,4.15
2010-09-15 02:00:00.0,0,4.23
2010-09-15 03:00:00.0,0,4.07
2010-09-15 04:00:00.0,0,4.16
2010-09-15 05:00:00.0,29,23.36
2010-09-15 06:00:00.0,35,43.23
2010-09-15 07:00:00.0,12,38.88
2010-09-15 08:00:00.0,53,40.87
2010-09-15 09:00:00.0,99,44.06
2010-09-15 10:00:00.0,44,46.4
2010-09-15 11:00:00.0,23,40.13
2010-09-15 12:00:00.0,27,39.51
2010-09-15 13:00:00.0,25,38.35
2010-09-15 14:00:00.0,20,38.51
2010-09-15 15:00:00.0,36,37.85
2010-09-15 16:00:00.0,40,37.71
2010-09-15 17:00:00.0,102,41.27
2010-09-15 18:00:00.0,99,46.1
2010-09-15 19:00:00.0,46,46.27
2010-09-15 20:00:00.0,18,40.14
2010-09-15 21:00:00.0,0,33.79
2010-09-15 22:00:00.0,0,30.34
2010-09-15 23:00:00.0,0,32.67
2010-09-16 00:00:00.0,0,4.19
2010-09-16 01:00:00.0,0,4.14
2010-09-16 02:00:00.0,0,4.15
2010-09-16 03:00:00.0,0,4.07
2010-09-16 04:00:00.0,0,4.18
2010-09-16 05:00:00.0,25,23.69
2010-09-16 06:00:00.0,43,47.4
2010-09-16 07:00:00.0,21,41.4
2010-09-16 08:00:00.0,50,39.26
2010-09-16 09:00:00.0,40,41.09
2010-09-16 10:00:00.0,43,39.13
2010-09-16 11:00:00.0,26,41.5
2010-09-16 12:00:00.0,22,41.39
2010-09-16 13:00:00.0,18,40.21
2010-09-16 14:00:00.0,13,39.17
2010-09-16 15:00:00.0,37,35.83
2010-09-16 16:00:00.0,49,38.82
2010-09-16 17:00:00.0,114,42.34
2010-09-16 18:00:00.0,81,47.18
2010-09-16 19:00:00.0,25,43.06
2010-09-16 20:00:00.0,3,34.85
2010-09-16 21:00:00.0,0,31.75
2010-09-16 22:00:00.0,0,27.64
2010-09-16 23:00:00.0,0,4.21
2010-09-17 00:00:00.0,0,4.18
2010-09-17 01:00:00.0,0,4.17
2010-09-17 02:00:00.0,0,4.16
2010-09-17 03:00:00.0,0,4.15
2010-09-17 04:00:00.0,0,4.16
2010-09-17 05:00:00.0,22,21.97
2010-09-17 06:00:00.0,34,44.54
2010-09-17 07:00:00.0,20,40.29
2010-09-17 08:00:00.0,24,37.7
2010-09-17 09:00:00.0,57,41.15
2010-09-17 10:00:00.0,49,44.28
2010-09-17 11:00:00.0,26,39.9
2010-09-17 12:00:00.0,16,39.08
2010-09-17 13:00:00.0,21,38.63
2010-09-17 14:00:00.0,17,38.4
2010-09-17 15:00:00.0,24,36.93
2010-09-17 16:00:00.0,39,38.99
2010-09-17 17:00:00.0,57,40.58
2010-09-17 18:00:00.0,36,42.29
2010-09-17 19:00:00.0,6,39.59
2010-09-17 20:00:00.0,0,29.77
2010-09-17 21:00:00.0,0,21.68
2010-09-17 22:00:00.0,0,4.33
2010-09-17 23:00:00.0,0,4.26
2010-09-18 00:00:00.0,0,4.2
2010-09-18 01:00:00.0,0,4.16
2010-09-18 02:00:00.0,0,4.28
2010-09-18 03:00:00.0,0,4.15
2010-09-18 04:00:00.0,0,4.25
2010-09-18 05:00:00.0,0,4.25
2010-09-18 06:00:00.0,5,5.53
2010-09-18 07:00:00.0,56,44.5
2010-09-18 08:00:00.0,63,43.59
2010-09-18 09:00:00.0,68,46.58
2010-09-18 10:00:00.0,53,44.63
2010-09-18 11:00:00.0,33,42.65
2010-09-18 12:00:00.0,14,39.49
2010-09-18 13:00:00.0,25,38.13
2010-09-18 14:00:00.0,26,39.31
2010-09-18 15:00:00.0,29,37.13
2010-09-18 16:00:00.0,43,39.31
2010-09-18 17:00:00.0,12,39.95
2010-09-18 18:00:00.0,0,18.03
2010-09-18 19:00:00.0,0,4.17
2010-09-18 20:00:00.0,0,5.4
2010-09-18 21:00:00.0,0,28.71
2010-09-18 22:00:00.0,0,4.22
2010-09-18 23:00:00.0,0,4.19
2010-09-19 00:00:00.0,0,4.13
2010-09-19 01:00:00.0,0,4.05
2010-09-19 02:00:00.0,0,4.25
2010-09-19 03:00:00.0,0,4.11
2010-09-19 04:00:00.0,0,4.16
2010-09-19 05:00:00.0,0,4.19
2010-09-19 06:00:00.0,0,4.08
2010-09-19 07:00:00.0,0,4.15
2010-09-19 08:00:00.0,10,4.32
2010-09-19 09:00:00.0,70,46.85
2010-09-19 10:00:00.0,42,49.53
2010-09-19 11:00:00.0,28,44.08
2010-09-19 12:00:00.0,28,39.05
2010-09-19 13:00:00.0,29,38.88
2010-09-19 14:00:00.0,19,38.25
2010-09-19 15:00:00.0,30,40.85
2010-09-19 16:00:00.0,38,42.18
2010-09-19 17:00:00.0,20,41.79
2010-09-19 18:00:00.0,0,31.27
2010-09-19 19:00:00.0,0,32.17
2010-09-19 20:00:00.0,0,32.5
2010-09-19 21:00:00.0,0,26.23
2010-09-19 22:00:00.0,0,4.18
2010-09-19 23:00:00.0,0,4.2
2010-09-20 00:00:00.0,0,10.95
2010-09-20 01:00:00.0,0,4.18
2010-09-20 02:00:00.0,0,4.1
2010-09-20 03:00:00.0,0,4.14
2010-09-20 04:00:00.0,0,4.16
2010-09-20 05:00:00.0,29,27.68
2010-09-20 06:00:00.0,27,46.41
2010-09-20 07:00:00.0,26,38.56
2010-09-20 08:00:00.0,42,42.46
2010-09-20 09:00:00.0,74,43.48
2010-09-20 10:00:00.0,48,44.0
2010-09-20 11:00:00.0,31,39.37
2010-09-20 12:00:00.0,23,40.36
2010-09-20 13:00:00.0,14,39.08
2010-09-20 14:00:00.0,23,38.92
2010-09-20 15:00:00.0,44,37.36
2010-09-20 16:00:00.0,71,40.72
2010-09-20 17:00:00.0,145,46.05
2010-09-20 18:00:00.0,78,48.88
2010-09-20 19:00:00.0,51,42.32
2010-09-20 20:00:00.0,14,40.21
2010-09-20 21:00:00.0,0,34.32
2010-09-20 22:00:00.0,0,29.9
2010-09-20 23:00:00.0,0,31.78
2010-09-21 00:00:00.0,0,24.64
2010-09-21 01:00:00.0,0,30.43
2010-09-21 02:00:00.0,0,9.82
2010-09-21 03:00:00.0,0,4.21
2010-09-21 04:00:00.0,0,4.22
2010-09-21 05:00:00.0,30,22.82
2010-09-21 06:00:00.0,28,47.68
2010-09-21 07:00:00.0,24,42.0
2010-09-21 08:00:00.0,35,39.46
2010-09-21 09:00:00.0,49,42.79
2010-09-21 10:00:00.0,41,42.49
2010-09-21 11:00:00.0,18,41.02
2010-09-21 12:00:00.0,33,33.6
2010-09-21 13:00:00.0,23,40.28
2010-09-21 14:00:00.0,27,38.91
2010-09-21 15:00:00.0,45,41.43
2010-09-21 16:00:00.0,45,43.26
2010-09-21 17:00:00.0,96,44.28
2010-09-21 18:00:00.0,108,47.65
2010-09-21 19:00:00.0,66,49.12
2010-09-21 20:00:00.0,13,41.99
2010-09-21 21:00:00.0,1,33.94
2010-09-21 22:00:00.0,0,23.53
2010-09-21 23:00:00.0,0,4.21
2010-09-22 00:00:00.0,0,4.25
2010-09-22 01:00:00.0,0,4.02
2010-09-22 02:00:00.0,0,4.14
2010-09-22 03:00:00.0,0,4.22
2010-09-22 04:00:00.0,0,4.18
2010-09-22 05:00:00.0,22,24.19
2010-09-22 06:00:00.0,32,45.38
2010-09-22 07:00:00.0,19,41.88
2010-09-22 08:00:00.0,54,42.66
2010-09-22 09:00:00.0,98,44.73
2010-09-22 10:00:00.0,36,44.07
2010-09-22 11:00:00.0,23,42.21
2010-09-22 12:00:00.0,26,41.56
2010-09-22 13:00:00.0,20,37.81
2010-09-22 14:00:00.0,14,38.28
2010-09-22 15:00:00.0,28,38.4
2010-09-22 16:00:00.0,47,38.2
2010-09-22 17:00:00.0,93,44.18
2010-09-22 18:00:00.0,69,46.92
2010-09-22 19:00:00.0,49,46.62
2010-09-22 20:00:00.0,24,42.35
2010-09-22 21:00:00.0,0,35.46
2010-09-22 22:00:00.0,0,32.37
2010-09-22 23:00:00.0,0,21.07
2010-09-23 00:00:00.0,0,2.54
2010-09-23 01:00:00.0,0,0.0
2010-09-23 02:00:00.0,0,0.0
2010-09-23 03:00:00.0,0,0.0
2010-09-23 04:00:00.0,0,0.0
2010-09-23 05:00:00.0,22,12.63
2010-09-23 06:00:00.0,32,40.45
2010-09-23 07:00:00.0,19,41.33
2010-09-23 08:00:00.0,45,39.16
2010-09-23 09:00:00.0,58,41.55
2010-09-23 10:00:00.0,34,41.07
2010-09-23 11:00:00.0,24,42.95
2010-09-23 12:00:00.0,19,42.33
2010-09-23 13:00:00.0,21,41.07
2010-09-23 14:00:00.0,18,41.08
2010-09-23 15:00:00.0,35,40.94
2010-09-23 16:00:00.0,45,41.96
2010-09-23 17:00:00.0,90,41.47
2010-09-23 18:00:00.0,74,47.24
2010-09-23 19:00:00.0,45,41.61
2010-09-23 20:00:00.0,0,36.32
2010-09-23 21:00:00.0,0,22.53
2010-09-23 22:00:00.0,0,32.5
2010-09-23 23:00:00.0,0,15.49
2010-09-24 00:00:00.0,0,6.13
2010-09-24 01:00:00.0,0,5.49
2010-09-24 02:00:00.0,0,5.51
2010-09-24 03:00:00.0,0,5.63
2010-09-24 04:00:00.0,0,5.54
2010-09-24 05:00:00.0,15,22.64
2010-09-24 06:00:00.0,33,42.83
2010-09-24 07:00:00.0,20,39.28
2010-09-24 08:00:00.0,24,39.16
2010-09-24 09:00:00.0,54,39.06
2010-09-24 10:00:00.0,47,43.07
2010-09-24 11:00:00.0,31,38.69
2010-09-24 12:00:00.0,16,38.89
2010-09-24 13:00:00.0,26,37.76
2010-09-24 14:00:00.0,10,39.28
2010-09-24 15:00:00.0,26,38.36
2010-09-24 16:00:00.0,33,38.31
2010-09-24 17:00:00.0,59,41.78
2010-09-24 18:00:00.0,30,42.86
2010-09-24 19:00:00.0,8,40.69
2010-09-24 20:00:00.0,0,21.74
2010-09-24 21:00:00.0,0,28.93
2010-09-24 22:00:00.0,0,7.24
2010-09-24 23:00:00.0,0,7.04
2010-09-25 00:00:00.0,0,7.19
2010-09-25 01:00:00.0,0,7.22
2010-09-25 02:00:00.0,0,7.15
2010-09-25 03:00:00.0,0,7.11
2010-09-25 04:00:00.0,0,7.13
2010-09-25 05:00:00.0,0,6.95
2010-09-25 06:00:00.0,0,7.31
2010-09-25 07:00:00.0,72,41.6
2010-09-25 08:00:00.0,81,44.64
2010-09-25 09:00:00.0,75,48.63
2010-09-25 10:00:00.0,72,46.41
2010-09-25 11:00:00.0,26,43.12
2010-09-25 12:00:00.0,29,37.91
2010-09-25 13:00:00.0,19,37.23
2010-09-25 14:00:00.0,30,37.89
2010-09-25 15:00:00.0,30,38.34
2010-09-25 16:00:00.0,33,41.0
2010-09-25 17:00:00.0,18,42.16
2010-09-25 18:00:00.0,0,18.83
2010-09-25 19:00:00.0,0,5.65
2010-09-25 20:00:00.0,0,5.6
2010-09-25 21:00:00.0,0,11.88
2010-09-25 22:00:00.0,0,24.09
2010-09-25 23:00:00.0,0,7.14
2010-09-26 00:00:00.0,0,7.46
2010-09-26 01:00:00.0,0,7.25
2010-09-26 02:00:00.0,0,7.22
2010-09-26 03:00:00.0,0,7.26
2010-09-26 04:00:00.0,0,7.15
2010-09-26 05:00:00.0,0,7.01
2010-09-26 06:00:00.0,0,7.26
2010-09-26 07:00:00.0,0,7.1
2010-09-26 08:00:00.0,19,12.2
2010-09-26 09:00:00.0,81,51.0
2010-09-26 10:00:00.0,42,45.94
2010-09-26 11:00:00.0,22,42.74
2010-09-26 12:00:00.0,20,39.29
2010-09-26 13:00:00.0,19,36.88
2010-09-26 14:00:00.0,20,36.52
2010-09-26 15:00:00.0,31,37.35
2010-09-26 16:00:00.0,38,41.5
2010-09-26 17:00:00.0,13,44.05
2010-09-26 18:00:00.0,0,33.36
2010-09-26 19:00:00.0,0,30.39
2010-09-26 20:00:00.0,0,30.58
2010-09-26 21:00:00.0,0,29.95
2010-09-26 22:00:00.0,0,22.07
2010-09-26 23:00:00.0,0,8.16
2010-09-27 00:00:00.0,0,14.39
2010-09-27 01:00:00.0,0,8.22
2010-09-27 02:00:00.0,0,8.22
2010-09-27 03:00:00.0,0,8.12
2010-09-27 04:00:00.0,0,8.12
2010-09-27 05:00:00.0,27,30.11
2010-09-27 06:00:00.0,32,48.49
2010-09-27 07:00:00.0,20,41.67
2010-09-27 08:00:00.0,28,40.48
2010-09-27 09:00:00.0,75,44.32
2010-09-27 10:00:00.0,43,43.12
2010-09-27 11:00:00.0,19,40.49
2010-09-27 12:00:00.0,30,39.18
2010-09-27 13:00:00.0,20,40.34
2010-09-27 14:00:00.0,16,39.73
2010-09-27 15:00:00.0,36,39.44
2010-09-27 16:00:00.0,81,40.67
2010-09-27 17:00:00.0,144,45.04
2010-09-27 18:00:00.0,63,48.49
2010-09-27 19:00:00.0,55,44.12
2010-09-27 20:00:00.0,25,39.89
2010-09-27 21:00:00.0,0,35.76
2010-09-27 22:00:00.0,0,29.39
2010-09-27 23:00:00.0,0,32.0
2010-09-28 00:00:00.0,0,25.84
2010-09-28 01:00:00.0,0,31.01
2010-09-28 02:00:00.0,0,13.38
2010-09-28 03:00:00.0,0,7.1
2010-09-28 04:00:00.0,0,6.94
2010-09-28 05:00:00.0,43,25.93
2010-09-28 06:00:00.0,26,47.7
2010-09-28 07:00:00.0,30,39.76
2010-09-28 08:00:00.0,34,37.46
2010-09-28 09:00:00.0,48,40.23
2010-09-28 10:00:00.0,45,44.37
2010-09-28 11:00:00.0,26,42.54
2010-09-28 12:00:00.0,15,39.67
2010-09-28 13:00:00.0,20,36.89
2010-09-28 14:00:00.0,26,36.88
2010-09-28 15:00:00.0,26,38.58
